NCBI_GeneID	NCBI_UnigeneID	NCBI_RefSeqID	Affymetrix_probesetID	organism
23286	Hs.484047	NM_001161661	216074_x_at	human
23286	Hs.484047	NM_001161662	213085_s_at	human
23286	Hs.484047	NM_001161662	216074_x_at	human
23286	Hs.484047	NM_015238	213085_s_at	human
23286	Hs.484047	NM_015238	216074_x_at	human
23287	Hs.494321	NM_015239	204500_s_at	human
23288	Hs.520627	NM_001100390	204202_at	human
23288	Hs.520627	NM_001100390	217124_at	human
23288	Hs.520627	NM_152558	204202_at	human
23288	Hs.520627	NM_152558	217124_at	human
23291	Hs.484138	NM_012300	209455_at	human
23291	Hs.484138	NM_012300	209456_s_at	human
23291	Hs.484138	NM_033644	209455_at	human
23291	Hs.484138	NM_033644	209456_s_at	human
23291	Hs.484138	NM_033645	209455_at	human
23291	Hs.484138	NM_033645	209456_s_at	human
23293	Hs.448342	NM_017575	214940_s_at	human
23294		NM_015245	212747_at	human
23295	Hs.526494	NM_001142289	212576_at	human
23295	Hs.526494	NM_001142290	212576_at	human
23295	Hs.526494	NM_001142291	212576_at	human
23295	Hs.526494	NM_015246	212576_at	human
23299	Hs.436939	NM_001003800	209203_s_at	human
23299	Hs.436939	NM_001003800	212702_s_at	human
23299	Hs.436939	NM_001003800	213154_s_at	human
23299	Hs.436939	NM_015250	209203_s_at	human
23299	Hs.436939	NM_015250	212702_s_at	human
23299	Hs.436939	NM_015250	213154_s_at	human
23300	Hs.16349	NM_015251	201854_s_at	human
23300	Hs.16349	NM_015251	201855_s_at	human
23300	Hs.589959	NM_015251	201854_s_at	human
23300	Hs.589959	NM_015251	201855_s_at	human
23301	Hs.271667	NM_001142614	212650_at	human
23301	Hs.271667	NM_001142614	212653_s_at	human
23301	Hs.271667	NM_001142615	212650_at	human
23301	Hs.271667	NM_001142615	212653_s_at	human
23301	Hs.271667	NM_001142616	212650_at	human
23301	Hs.271667	NM_001142616	212653_s_at	human
23301	Hs.271667	NM_015252	212650_at	human
23301	Hs.271667	NM_015252	212653_s_at	human
23302	Hs.370166	NM_015253	213155_at	human
23302	Hs.370166	NM_015253	213157_s_at	human
23303	Hs.444767	NM_015254	202962_at	human
23304	Hs.529925	NM_015255	212756_s_at	human
23304	Hs.529925	NM_015255	212760_at	human
23305	Hs.149454	NM_001009185	211207_s_at	human
23305	Hs.149454	NM_001009185	213683_at	human
23305	Hs.149454	NM_015256	211207_s_at	human
23306	Hs.591040	NM_001130963	212619_at	human
23306	Hs.591040	NM_001130963	212621_at	human
23306	Hs.591040	NM_015257	212619_at	human
23306	Hs.591040	NM_015257	212621_at	human
23307	Hs.522351	NM_015258	212663_at	human
23307	Hs.522351	NM_015258	31826_at	human
23308	Hs.14155	NM_015259	211197_s_at	human
23308	Hs.14155	NM_015259	211198_s_at	human
23308	Hs.14155	NM_015259	211199_s_at	human
23308	Hs.14155	NM_015259	213450_s_at	human
23309	Hs.13999	NM_015260	209352_s_at	human
23309	Hs.13999	NM_015260	39705_at	human
23310	Hs.438550	NM_015261	212789_at	human
23312	Hs.511386	NM_015263	212820_at	human
23313	Hs.592207	NM_001009880	212421_at	human
23313	Hs.592207	NM_001009880	217118_s_at	human
23313	Hs.592207	NM_015264	212421_at	human
23313	Hs.592207	NM_015264	217118_s_at	human
23314	Hs.516617	NM_015265	213435_at	human
23315	Hs.444202	NM_015266	212947_at	human
23316	Hs.124953	NM_015267	213920_at	human
23317	Hs.12707	NM_015268	212467_at	human
23318		NM_001009881	212704_at	human
23318		NM_001009882		human
23318		NM_015269	212704_at	human
23321	Hs.435711	NM_001130067	202341_s_at	human
23321	Hs.435711	NM_001130067	202342_s_at	human
23321	Hs.435711	NM_001130067	214248_s_at	human
23321	Hs.435711	NM_001130067	215945_s_at	human
23321	Hs.435711	NM_015271	202341_s_at	human
23321	Hs.435711	NM_015271	202342_s_at	human
23321	Hs.435711	NM_015271	214248_s_at	human
23321	Hs.435711	NM_015271	215945_s_at	human
23322	Hs.298382	NM_001127897	213959_s_at	human
23322	Hs.298382	NM_015272	213959_s_at	human
23324	Hs.188464	NM_015274	214703_s_at	human
23325	Hs.12144	NM_015275	212794_s_at	human
23325	Hs.12144	NM_015275	212795_at	human
23325	Hs.12144	NM_015275	215936_s_at	human
23326	Hs.462492	NM_015276	200083_at	human
23327	Hs.185677	NM_001144964	212445_s_at	human
23327	Hs.185677	NM_001144964	212448_at	human
23327	Hs.185677	NM_001144965	212445_s_at	human
23327	Hs.185677	NM_001144965	212448_at	human
23327	Hs.185677	NM_001144966	212445_s_at	human
23327	Hs.185677	NM_001144966	212448_at	human
23327	Hs.185677	NM_001144967	212445_s_at	human
23327	Hs.185677	NM_001144967	212448_at	human
23327	Hs.185677	NM_001144968	212445_s_at	human
23327	Hs.185677	NM_001144968	212448_at	human
23327	Hs.185677	NM_001144969	212445_s_at	human
23327	Hs.185677	NM_001144969	212448_at	human
23327	Hs.185677	NM_001144970	212445_s_at	human
23327	Hs.185677	NM_001144970	212448_at	human
23327	Hs.185677	NM_001144971	212445_s_at	human
23327	Hs.185677	NM_001144971	212448_at	human
23327	Hs.185677	NM_015277	212445_s_at	human
23327	Hs.185677	NM_015277	212448_at	human
23328	Hs.193133	NM_015278	213236_at	human
23328	Hs.193133	NM_015278	41644_at	human
23329	Hs.192492	XM_001716833		human
23329	Hs.192492	XM_037557		human
23329	Hs.192492	XM_939476		human
23331	Hs.387856	NM_001145418	213058_at	human
23331	Hs.387856	NM_001145418	215146_s_at	human
23332	Hs.469840	NM_001142273	212752_at	human
23332	Hs.469840	NM_001142274		human
23332	Hs.469840	NM_015282	212752_at	human
23332		NM_001142273	212752_at	human
23332		NM_001142274		human
23332		NM_015282	212752_at	human
23333	Hs.408623	NM_015283	212792_at	human
23334	Hs.643560	NM_015284	203900_at	human
23334	Hs.643560	NM_015284	215364_s_at	human
23335	Hs.465213	NM_015285	212880_at	human
23335	Hs.465213	NM_052834	212880_at	human
23336	Hs.207106	NM_015286	212730_at	human
23336	Hs.207106	NM_145728	212730_at	human
23338	Hs.483419	NM_015288	208202_s_at	human
23338	Hs.483419	NM_015288	212660_at	human
23339	Hs.88025	NM_015289	212156_at	human
23341		NM_015291	212908_at	human
23341		NM_015291	212911_at	human
23341		NM_015291	217358_at	human
23344	Hs.632729	NM_015292	208858_s_at	human
23345		NM_015293		human
23345		NM_033071	209447_at	human
23345		NM_133650		human
23345		NM_182961	209447_at	human
23347	Hs.8118	NM_015295	212569_at	human
23347	Hs.8118	NM_015295	212577_at	human
23347	Hs.8118	NM_015295	212579_at	human
23348	Hs.596105	NM_001130048	212538_at	human
23348	Hs.596105	NM_001130048	215041_s_at	human
23348	Hs.596105	NM_001130048	215238_s_at	human
23348	Hs.596105	NM_001130049	215041_s_at	human
23348	Hs.596105	NM_001130049	215237_at	human
23348	Hs.596105	NM_001130049	215238_s_at	human
23348	Hs.596105	NM_001130050	215041_s_at	human
23348	Hs.596105	NM_001130050	215237_at	human
23348	Hs.596105	NM_001130050	215238_s_at	human
23348	Hs.596105	NM_015296	212538_at	human
23348	Hs.596105	NM_015296	215041_s_at	human
23348	Hs.596105	NM_015296	215238_s_at	human
23349	Hs.7989	NM_015297	213636_at	human
23349	Hs.7989	NM_015297	37566_at	human
23350	Hs.596572	NM_001080415	212058_at	human
23350	Hs.596572	NM_001080415	212060_at	human
23350	Hs.596572	NM_001080415	212061_at	human
23351		NM_015299	212355_at	human
23351		NM_015299	212356_at	human
23352	Hs.148078	NM_020765	211950_at	human
23352	Hs.649405	NM_020765	211950_at	human
23353	Hs.438072	NM_001130965	212074_at	human
23353	Hs.438072	NM_025154	212074_at	human
23354	Hs.7426	NM_015302	213053_at	human
23354	Hs.7426	NM_015302	213054_at	human
23354	Hs.7426	NM_015302	36888_at	human
23355	Hs.269263	NM_001009921	209553_at	human
23355	Hs.269263	NM_015303	209553_at	human
23357	Hs.497448	NM_015305	213099_at	human
23357	Hs.497448	NM_015305	36865_at	human
23358	Hs.477009	NM_015306	212381_at	human
23358	Hs.477009	NM_015306	212388_at	human
23359	Hs.383564	NM_015307	213997_at	human
23360		NM_015308	212232_at	human
23361	Hs.301094	NM_001080417	213196_at	human
23362	Hs.434255	NM_015310	203354_s_at	human
23362	Hs.434255	NM_015310	203355_s_at	human
23362	Hs.434255	NM_015310	218613_at	human
23362	Hs.434255	NM_206909	203354_s_at	human
23362	Hs.434255	NM_206909	203355_s_at	human
23362	Hs.434255	NM_206909	218613_at	human
23363	Hs.526594	NM_015311	212776_s_at	human
23363	Hs.526594	NM_015311	213946_s_at	human
23365	Hs.24598	NM_015313	201333_s_at	human
23365	Hs.24598	NM_015313	201334_s_at	human
23365	Hs.24598	NM_015313	201335_s_at	human
23366	Hs.6224	NM_001100425	213424_at	human
23366	Hs.6224	NM_015314	213424_at	human
23367	Hs.292078	NM_015315	210966_x_at	human
23367	Hs.292078	NM_015315	212137_at	human
23367	Hs.292078	NM_015315	212193_s_at	human
23367	Hs.292078	NM_033551		human
23368		NM_015316	216347_s_at	human
23369	Hs.467824	NM_015317	201493_s_at	human
23369	Hs.467824	NM_015317	216221_s_at	human
23370	Hs.465761	NM_001130955	213039_at	human
23370	Hs.465761	NM_015318	213039_at	human
23371	Hs.343334	NM_015319	212494_at	human
23371	Hs.343334	NM_170754	212494_at	human
23371	Hs.343334	NM_198316	212494_at	human
23371	Hs.61472	NM_015319	212494_at	human
23371	Hs.61472	NM_170754	212494_at	human
23371	Hs.61472	NM_198316	212494_at	human
23373	Hs.371096	NM_001098482	207159_x_at	human
23373	Hs.371096	NM_001098482	213091_at	human
23373	Hs.371096	NM_015321	207159_x_at	human
23373	Hs.371096	NM_015321	213091_at	human
23376	Hs.149367	NM_015323	212633_at	human
23376	Hs.149367	NM_015323	212634_at	human
23378		NM_015324	203170_at	human
23378		NM_015324	203171_s_at	human
23379	Hs.449296	NM_015325	209654_at	human
23380	Hs.497575	NM_001042758		human
23380	Hs.497575	NM_015326	213329_at	human
23381	Hs.516837	NM_015327	212147_at	human
23381	Hs.516837	NM_015327	34868_at	human
23382	Hs.600789	NM_001130720	212814_at	human
23382	Hs.600789	NM_001130720	215672_s_at	human
23382	Hs.600789	NM_001130722	212814_at	human
23382	Hs.600789	NM_001130722	215672_s_at	human
23382	Hs.600789	NM_001130723	212814_at	human
23382	Hs.600789	NM_001130723	215672_s_at	human
23382	Hs.600789	NM_015328	212814_at	human
23382	Hs.600789	NM_015328	215672_s_at	human
23383		NM_015329	212505_s_at	human
23383		NM_015329	216926_s_at	human
23384	Hs.474384	NM_001145468	212480_at	human
23384	Hs.474384	NM_015330	212480_at	human
23385	Hs.517249	NM_015331	208759_at	human
23386	Hs.488171	NM_015332	201269_s_at	human
23386	Hs.488171	NM_015332	201270_x_at	human
23387	Hs.167451	NM_025164	204155_s_at	human
23387	Hs.167451	NM_025164	204156_at	human
23387	Hs.167451	NM_025164	204157_s_at	human
23387	Hs.167451	NM_025164	213034_at	human
23389	Hs.603766	NM_015335	212207_at	human
23389	Hs.603766	NM_015335	212208_at	human
23389	Hs.603766	NM_015335	212209_at	human
23389		NM_015335	212207_at	human
23389		NM_015335	212208_at	human
23389		NM_015335	212209_at	human
23390	Hs.4014	NM_015336	212982_at	human
23390	Hs.4014	NM_015336	217486_s_at	human
23392	Hs.368255	NM_001080398	212427_at	human
23392	Hs.368255	NM_001080398	212428_at	human
23392	Hs.368255	NM_001080398	214356_s_at	human
23394	Hs.570355	NM_015339	201773_at	human
23394	Hs.570355	NM_181442	201773_at	human
23395	Hs.526975	NM_015340	204016_at	human
23395	Hs.526975	NM_015340	34764_at	human
23396	Hs.282177	NM_012398	212518_at	human
23397	Hs.308045	NM_015341	212949_at	human
23398	Hs.121432	NM_015342	213483_at	human
23399	Hs.513913	NM_001143775	200035_at	human
23399	Hs.513913	NM_015343	200035_at	human
23400	Hs.128866	NM_001141973	218608_at	human
23400	Hs.128866	NM_001141974	218608_at	human
23400	Hs.128866	NM_022089	218608_at	human
23401	Hs.140720	NM_012083	209864_at	human
23403	Hs.128702	NM_001080469	205310_at	human
23404		NM_014285	209527_at	human
23404		NM_014285	214507_s_at	human
23405	Hs.87889	NM_030621	206061_s_at	human
23405	Hs.87889	NM_030621	212888_at	human
23405	Hs.87889	NM_030621	213229_at	human
23405	Hs.87889	NM_177438	206061_s_at	human
23405	Hs.87889	NM_177438	212888_at	human
23405	Hs.87889	NM_177438	213229_at	human
23406	Hs.289092	NM_021149	221059_s_at	human
23408	Hs.567431	NM_012241	219185_at	human
23408	Hs.567431	NM_031244	221010_s_at	human
23408	Hs.594133	NM_012241	219185_at	human
23408	Hs.594133	NM_031244	221010_s_at	human
23409		NM_012240	220047_at	human
23409		NM_012240	222248_s_at	human
23410		NM_001017524	221562_s_at	human
23410		NM_012239	221562_s_at	human
23410		NM_012239	221913_at	human
23410		NM_012239	49327_at	human
23411	Hs.369779	NM_001142498	218878_s_at	human
23411	Hs.369779	NM_012238	218878_s_at	human
23412	Hs.534398	NM_012071	218048_at	human
23413	Hs.642946	NM_001128826	218266_s_at	human
23413	Hs.642946	NM_014286	218266_s_at	human
23413		NM_001128826	218266_s_at	human
23413		NM_014286	218266_s_at	human
23414	Hs.431009	NM_012082	219778_at	human
23415	Hs.304081	NM_012285	220802_at	human
23416	Hs.64064	NM_012284		human
23417	Hs.644610	NM_012213	218869_at	human
23418	Hs.126135	NM_201253	220522_at	human
23420		NM_014287	217225_x_at	human
23420		NM_014287	221853_s_at	human
23421	Hs.166539	NM_014288	205176_s_at	human
23423	Hs.513058	NM_007364	208837_at	human
23424	Hs.193842	NM_014290	213361_at	human
23426	Hs.505946	NM_021150	214018_at	human
23428		NM_012244	202752_x_at	human
23428		NM_012244	216092_s_at	human
23428		NM_012244	217248_s_at	human
23428		NM_182728	202752_x_at	human
23428		NM_182728	216092_s_at	human
23428		NM_182728	217248_s_at	human
23429		NM_012234	201844_s_at	human
23429		NM_012234	201845_s_at	human
23429		NM_012234	201846_s_at	human
23430		NM_012217	214568_at	human
23431	Hs.413366	NM_007347	220229_s_at	human
23432	Hs.271809	NM_153832	206971_at	human
23432	Hs.271809	NM_153832	206972_s_at	human
23432	Hs.271809	NM_153832	214104_at	human
23432	Hs.632453	NM_153832	206971_at	human
23432	Hs.632453	NM_153832	206972_s_at	human
23432	Hs.632453	NM_153832	214104_at	human
23433		NM_012249	212117_at	human
23433		NM_012249	212119_at	human
23433		NM_012249	212120_at	human
23433		NM_012249	212122_at	human
23433		NM_012249	214449_s_at	human
23434	Hs.194283	NM_007354	208440_at	human
23435	Hs.300624	NM_007375	200020_at	human
23435	Hs.300624	NM_007375	221264_s_at	human
23435	Hs.635053	NM_007375	200020_at	human
23435	Hs.635053	NM_007375	221264_s_at	human
23436	Hs.181289	NM_007352	206151_x_at	human
23438	Hs.432560	NM_012208	209252_at	human
23439		NM_001142447	220556_at	human
23439		NM_012069	220556_at	human
23440	Hs.202247	NM_032109		human
23440	Hs.202247	XM_002345816		human
23443	Hs.448979	NM_012243	206770_s_at	human
23443	Hs.448979	NM_012243	209865_at	human
23446	Hs.573495	NM_080546	222364_at	human
23450	Hs.514435	NM_012426	200687_s_at	human
23450	Hs.514435	NM_012426	200688_at	human
23451	Hs.632554	NM_001005526		human
23451	Hs.632554	NM_012433	201070_x_at	human
23451	Hs.632554	NM_012433	201071_x_at	human
23451	Hs.632554	NM_012433	211185_s_at	human
23451	Hs.632554	NM_012433	214305_s_at	human
23452		NM_012098	213001_at	human
23452		NM_012098	213004_at	human
23452		NM_012098	219514_at	human
23456	Hs.17614	NM_012089		human
23457	Hs.511951	NM_019624	207321_s_at	human
23457	Hs.511951	NM_019624	214209_s_at	human
23457	Hs.511951	NM_019625	207321_s_at	human
23457	Hs.511951	NM_019625	214209_s_at	human
23457	Hs.511951	NM_203444	207321_s_at	human
23457	Hs.511951	NM_203444	214209_s_at	human
23460		NM_080284	217504_at	human
23461	Hs.421474	NM_018672	213353_at	human
23461	Hs.421474	NM_172232	213353_at	human
23462	Hs.234434	NM_001040708	218839_at	human
23462	Hs.234434	NM_001040708	44783_s_at	human
23462	Hs.234434	NM_012258	218839_at	human
23462	Hs.234434	NM_012258	44783_s_at	human
23463	Hs.515688	NM_012405	201609_x_at	human
23463	Hs.515688	NM_012405	201610_at	human
23463	Hs.515688	NM_012405	201611_s_at	human
23463		NM_012405	201609_x_at	human
23463		NM_012405	201610_at	human
23463		NM_012405	201611_s_at	human
23464	Hs.54609	NM_014291	205164_at	human
23464	Hs.54609	NM_014291	36475_at	human
23466	Hs.592201	NM_014292	202047_s_at	human
23466	Hs.592201	NM_014292	202048_s_at	human
23467	Hs.91622	NM_014293	213040_s_at	human
23468	Hs.349283	NM_001127321	209715_at	human
23468	Hs.349283	NM_001127321	212126_at	human
23468	Hs.349283	NM_001127322	209715_at	human
23468	Hs.349283	NM_001127322	212126_at	human
23468	Hs.349283	NM_012117	209715_at	human
23468	Hs.349283	NM_012117	212126_at	human
23469	Hs.348921	NM_015153	215718_s_at	human
23469	Hs.348921	NM_015153	217951_s_at	human
23469	Hs.348921	NM_015153	217952_x_at	human
23469	Hs.348921	NM_015153	217953_at	human
23469	Hs.348921	NM_015153	217954_s_at	human
23471	Hs.491988	NM_014294	201398_s_at	human
23471	Hs.491988	NM_014294	201399_s_at	human
23473		NM_014296	203356_at	human
23473		NM_014296	203357_s_at	human
23474	Hs.7486	NM_014297	204034_at	human
23475	Hs.513484	NM_014298	204044_at	human
23476	Hs.187763	NM_014299	202102_s_at	human
23476	Hs.187763	NM_014299	202103_at	human
23476	Hs.187763	NM_058243	202102_s_at	human
23478	Hs.9534	NM_014300	201290_at	human
23478	Hs.9534	NM_014300	216274_s_at	human
23479	Hs.615131	NM_014301	209075_s_at	human
23479	Hs.615131	NM_213595	209075_s_at	human
23480	Hs.488282	NM_001012456	203484_at	human
23480	Hs.488282	NM_014302	203484_at	human
23481	Hs.517543	NM_014303	202212_at	human
23483		NM_014305	208249_s_at	human
23484		NM_001128208		human
23484		NM_015344	202594_at	human
23484		NM_015344	202595_s_at	human
23491	Hs.268700	NM_024922	220335_x_at	human
23492	Hs.356416	NM_175709	212914_at	human
23493	Hs.144287	NM_012259	219743_at	human
23495	Hs.158341	NM_012452	207641_at	human
23498	Hs.368805	NM_012205	205657_at	human
23499	Hs.580782	NM_012090	207358_x_at	human
23499	Hs.580782	NM_012090	208633_s_at	human
23499	Hs.580782	NM_012090	208634_s_at	human
23499	Hs.580782	NM_012090	214894_x_at	human
23499	Hs.580782	NM_012090	215222_x_at	human
23499	Hs.580782	NM_033044	207358_x_at	human
23499	Hs.580782	NM_033044	208633_s_at	human
23499	Hs.580782	NM_033044	208634_s_at	human
23499	Hs.580782	NM_033044	214894_x_at	human
23499	Hs.580782	NM_033044	215222_x_at	human
23500	Hs.357128	NM_015345	212793_at	human
23503	Hs.98041	NM_015346	213073_at	human
23503	Hs.98041	NM_015346	37943_at	human
23504		NM_015347	214811_at	human
23505	Hs.469376	NM_015348	212507_at	human
23506		NM_015349	213208_at	human
23506		NM_015349	38892_at	human
23507	Hs.482017	NM_001134476	212976_at	human
23507	Hs.482017	NM_001134476	212978_at	human
23507	Hs.482017	NM_015350	212976_at	human
23507	Hs.482017	NM_015350	212978_at	human
23507	Hs.632420	NM_001134476	212976_at	human
23507	Hs.632420	NM_001134476	212978_at	human
23507	Hs.632420	NM_015350	212976_at	human
23507	Hs.632420	NM_015350	212978_at	human
23508	Hs.79170	NM_015351	213172_at	human
23508	Hs.79170	NM_015351	213174_at	human
23509	Hs.472409	NM_015352	212349_at	human
23509	Hs.472409	NM_172236	210433_at	human
23510	Hs.514468	NM_015353	212564_at	human
23510	Hs.514468	NM_015353	34858_at	human
23511	Hs.308340	NM_015354	212691_at	human
23511	Hs.308340	NM_015354	217601_at	human
23512	Hs.462732	NM_015355	212287_at	human
23512	Hs.462732	NM_015355	213971_s_at	human
23513	Hs.436329	NM_015356	212556_at	human
23513	Hs.436329	NM_182706	212556_at	human
23514	Hs.381058	NM_001080394	212523_s_at	human
23515	Hs.421150	NM_015358	213000_at	human
23516	Hs.491232	NM_001128431	212110_at	human
23516	Hs.491232	NM_001135153	212110_at	human
23516	Hs.491232	NM_001135154		human
23516	Hs.491232	NM_015359	212110_at	human
23517	Hs.274531	NM_015360	212896_at	human
23518	Hs.412462	NM_015361	202754_at	human
23519	Hs.532658	NM_012404	208571_at	human
23520		NM_012403	208538_at	human
23521	Hs.523185	NM_012423	200715_x_at	human
23521	Hs.523185	NM_012423	200716_x_at	human
23521	Hs.523185	NM_012423	210646_x_at	human
23521	Hs.523185	NM_012423	211942_x_at	human
23521	Hs.523185	NM_012423	212790_x_at	human
23522	Hs.357589	NM_012330	211874_s_at	human
23522	Hs.357589	NM_012330	212452_x_at	human
23522	Hs.357589	NM_012330	212462_at	human
23522	Hs.357589	NM_012330	214496_x_at	human
23522	Hs.599543	NM_012330	211874_s_at	human
23522	Hs.599543	NM_012330	212452_x_at	human
23522	Hs.599543	NM_012330	212462_at	human
23522	Hs.599543	NM_012330	214496_x_at	human
23523	Hs.517478	NM_012295	202624_s_at	human
23523	Hs.517478	NM_012295	37652_at	human
23524	Hs.433343	NM_016333	207435_s_at	human
23524	Hs.433343	NM_016333	208610_s_at	human
23524		NM_016333	207435_s_at	human
23524		NM_016333	208610_s_at	human
23526	Hs.465521	NM_012292	212873_at	human
23527	Hs.593373	NM_012287	212476_at	human
23528	Hs.59757	NM_012482	218401_s_at	human
23529	Hs.502977	NM_001166212	219500_at	human
23529	Hs.502977	NM_013246	219500_at	human
23530	Hs.482043	NM_012343	202783_at	human
23530	Hs.482043	NM_012343	202784_s_at	human
23530	Hs.482043	NM_182977	202783_at	human
23530	Hs.482043	NM_182977	202784_s_at	human
23531	Hs.463483	NM_012329	203414_at	human
23531		NM_012329	203414_at	human
23532	Hs.30743	NM_006115	204086_at	human
23532	Hs.30743	NM_206953	204086_at	human
23532	Hs.30743	NM_206954	204086_at	human
23532	Hs.30743	NM_206955	204086_at	human
23532	Hs.30743	NM_206956	204086_at	human
23533	Hs.278901	NM_001142633	220566_at	human
23533	Hs.278901	NM_014308	220566_at	human
23534	Hs.193613	NM_012470	212318_at	human
23534	Hs.193613	NM_012470	214550_s_at	human
23536	Hs.188661	NM_012091		human
23538	Hs.553520	NM_012375	221329_at	human
23539	Hs.270285	NM_013356	220455_at	human
23541	Hs.335614	NM_012429	204541_at	human
23541	Hs.335614	NM_033382		human
23542	Hs.558180	NM_012324	205050_s_at	human
23542	Hs.558180	NM_012324	208603_s_at	human
23542	Hs.558180	NM_016431	205050_s_at	human
23542	Hs.558180	NM_016431	208603_s_at	human
23543	Hs.282998	NM_001031695	212104_s_at	human
23543	Hs.282998	NM_001031695	213901_x_at	human
23543	Hs.282998	NM_001082576	212104_s_at	human
23543	Hs.282998	NM_001082576	213901_x_at	human
23543	Hs.282998	NM_001082577	212104_s_at	human
23543	Hs.282998	NM_001082577	213901_x_at	human
23543	Hs.282998	NM_001082577	216215_s_at	human
23543	Hs.282998	NM_001082578	212104_s_at	human
23543	Hs.282998	NM_001082578	213901_x_at	human
23543	Hs.282998	NM_001082579	212104_s_at	human
23543	Hs.282998	NM_001082579	213901_x_at	human
23543	Hs.282998	NM_014309	212104_s_at	human
23543	Hs.282998	NM_014309	213901_x_at	human
23543	Hs.282998	NM_014309	216215_s_at	human
23544	Hs.194766	NM_021115	207873_x_at	human
23544	Hs.194766	NM_021115	211894_x_at	human
23544	Hs.194766	NM_021115	216047_x_at	human
23545	Hs.25786	NM_012463	205704_s_at	human
23546	Hs.408333	NM_012451	206719_at	human
23547	Hs.406708	NM_012276	210313_at	human
23548	Hs.348915	NM_012382	219421_at	human
23548	Hs.621357	NM_012382	219421_at	human
23549	Hs.258551	NM_012100	201937_s_at	human
23549	Hs.258551	NM_012100	38703_at	human
23550	Hs.516306	NM_012455	203317_at	human
23550	Hs.516306	NM_012455	215923_s_at	human
23551	Hs.474711	NM_014310		human
23552	Hs.522274	NM_001039803	205271_s_at	human
23552	Hs.522274	NM_012119	205271_s_at	human
23552	Hs.522274	NM_178432	205271_s_at	human
23553	Hs.28673	NM_012269	220249_at	human
23554	Hs.165296	NM_012338	219274_at	human
23555	Hs.499941	NM_012339	218693_at	human
23556		NM_012327	219048_at	human
23556		NM_176787	219048_at	human
23557	Hs.32018	NM_012437		human
23558	Hs.514489	NM_012478	209117_at	human
23559	Hs.516114	NM_012477		human
23560		NM_012341	217631_at	human
23560		NM_012341	218238_at	human
23560		NM_012341	218239_s_at	human
23562		NM_001146077	210689_at	human
23562		NM_001146078	210689_at	human
23562		NM_001146079	210689_at	human
23562		NM_012130	210689_at	human
23562		NM_144492	210689_at	human
23563	Hs.156784	NM_024533	221164_x_at	human
23563		NM_024533	221164_x_at	human
23564	Hs.247362	NM_013974	202262_x_at	human
23564	Hs.247362	NM_013974	208659_at	human
23564	Hs.247362	NM_013974	214909_s_at	human
23564	Hs.247362	NM_013974	215537_x_at	human
23566		NM_012152	220816_at	human
23567	Hs.484259	NM_012279		human
23568		NM_012106	202092_s_at	human
23569	Hs.522969	NM_012387	211413_s_at	human
23569	Hs.522969	NM_012387	220001_at	human
23574		NR_026881		human
23576	Hs.379858	NM_001134445	209094_at	human
23576	Hs.379858	NM_012137	209094_at	human
23580	Hs.3903	NM_012121	214721_x_at	human
23580	Hs.3903	NM_012121	218062_x_at	human
23580	Hs.3903	NM_012121	218063_s_at	human
23581	Hs.466057	NM_012114		human
23582	Hs.367947	NM_012142		human
23582	Hs.367947	NM_037370		human
23582	Hs.367947	NR_027513		human
23582	Hs.367947	NR_027514		human
23583	Hs.632721	NM_014311	218685_s_at	human
23584	Hs.112377	NM_014312		human
23585	Hs.523054	NM_014313	217766_s_at	human
23586	Hs.190622	NM_014314	218943_s_at	human
23587	Hs.417029	NM_015362	219260_s_at	human
23587	Hs.417029	NM_203413	219260_s_at	human
23587	Hs.417029	NM_203414	219260_s_at	human
23587	Hs.417029	NM_203415	219260_s_at	human
23588		NM_014315	217906_at	human
23589	Hs.632184	NM_001042476	218384_at	human
23589	Hs.632184	NM_014316	218384_at	human
23590	Hs.558468	NM_014317	220865_s_at	human
23591	Hs.646580	NR_026770		human
23592		NM_001167614	218604_at	human
23592		NM_014319	218604_at	human
23593	Hs.486589	NM_014320	203430_at	human
23594	Hs.497600	NM_014321	219105_x_at	human
23595	Hs.410228	NM_012381	210028_s_at	human
23595	Hs.410228	NM_181837	210028_s_at	human
23596		NM_014322	219032_x_at	human
23597	Hs.298885	NM_001033583	221641_s_at	human
23597	Hs.298885	NM_001037171	221641_s_at	human
23598	Hs.517557	NM_014323	209431_s_at	human
23598	Hs.517557	NM_014323	210581_x_at	human
23598	Hs.517557	NM_014323	211391_s_at	human
23598	Hs.517557	NM_014323	211392_s_at	human
23598	Hs.517557	NM_032050	209431_s_at	human
23598	Hs.517557	NM_032050	210581_x_at	human
23598	Hs.517557	NM_032050	211391_s_at	human
23598	Hs.517557	NM_032050	211392_s_at	human
23598	Hs.517557	NM_032051	209494_s_at	human
23598	Hs.517557	NM_032051	211392_s_at	human
23598	Hs.517557	NM_032052	209431_s_at	human
23598	Hs.517557	NM_032052	210581_x_at	human
23598	Hs.517557	NM_032052	211391_s_at	human
23598	Hs.517557	NM_032052	211392_s_at	human
23600	Hs.508343	NM_001167595	209424_s_at	human
23600	Hs.508343	NM_001167596		human
23600	Hs.508343	NM_001167597		human
23600	Hs.508343	NM_001167598		human
23600	Hs.508343	NM_014324	209424_s_at	human
23600	Hs.508343	NM_014324	209425_at	human
23600	Hs.508343	NM_014324	209426_s_at	human
23600	Hs.508343	NM_203382	209424_s_at	human
23600	Hs.508343	NM_203382	209425_at	human
