NCBI_GeneID	NCBI_UnigeneID	NCBI_RefSeqID	Affymetrix_probesetID	organism
266727	Hs.437993	NM_153487		human
266740		NM_153488	214603_at	human
266743	Hs.256036	NM_178864		human
266747		NM_153615		human
266812	Hs.12554	NM_153757		human
266971	Hs.149255	NR_002319		human
266977	Hs.256897	NM_025048	220907_at	human
266977	Hs.256897	NM_153840		human
267002	Hs.602037	NM_001017434		human
267002	Hs.602037	NM_170725		human
267004		NM_170753		human
267010	Hs.574857	NR_029422		human
267012	Hs.381382	NM_001161812		human
267012	Hs.381382	NM_001161814		human
267012	Hs.381382	NM_172370		human
267020		NM_001165877		human
280636		NM_170746		human
280655	Hs.639271	NR_002937		human
280657	Hs.511998	NM_173357		human
280657	Hs.511998	NR_028366		human
280658	Hs.558712	NM_173358	216471_x_at	human
280659		NR_027250		human
280660	Hs.553667	NM_174962		human
280664	Hs.237392	NM_172006		human
280664	Hs.237392	NM_172131		human
282566	Hs.384586	NR_024092		human
282616	Hs.567792	NM_172138		human
282617	Hs.406744	NM_172139		human
282618	Hs.406745	NM_172140		human
282679		NM_173039		human
282763		NM_001005567		human
282770	Hs.554525	NM_001005491		human
282775	Hs.537145	NM_001005492		human
282808	Hs.449517	NM_001031834	215782_at	human
282809		NM_172240		human
282890	Hs.148218	NM_001010877		human
282966	Hs.131287	NM_001042427		human
282966	Hs.131287	NM_182554		human
282969	Hs.155823	NM_001098483		human
282969	Hs.155823	NM_198472		human
282973	Hs.106254	NM_001105521		human
282974	Hs.469002	NM_173575		human
282991	Hs.34906	NM_001001342		human
282991	Hs.34906	NM_173809		human
282996		NM_001134363		human
282997	Hs.599931	NR_026932		human
283008		XM_002343001		human
283008		XM_925903		human
283011		NR_026835		human
283025	Hs.522955	NR_024340		human
283028	Hs.646699	XR_017707		human
283028	Hs.646699	XR_017729		human
283028	Hs.646699	XR_041101		human
283050		NR_015429		human
283050		NR_024429		human
283050		NR_024431		human
283070	Hs.600547	NR_027322		human
283078	Hs.128193	NM_173576		human
283092	Hs.553668	NM_001001955		human
283093	Hs.553669	NM_001005270		human
283102		NR_027713		human
283106		NR_002207		human
283111	Hs.553670	NM_001004760		human
283116	Hs.448644	XM_001720988		human
283116	Hs.448644	XM_001725141		human
283116	Hs.448644	XM_002344552		human
283116	Hs.448644	XM_208043		human
283120	Hs.533566	NR_002196		human
283129	Hs.567793	NM_001037225		human
283130		NM_001077241		human
283130		NM_182556		human
283131	Hs.523789	NR_002802		human
283131	Hs.523789	NR_028272		human
283135	Hs.382074	NM_173578		human
283143	Hs.130499	XR_039943		human
283143	Hs.130499	XR_039944		human
283143	Hs.130499	XR_039945		human
283149	Hs.414740	NM_182557		human
283150	Hs.116679	NM_181721		human
283152	Hs.114777	NM_001145018		human
283152	Hs.114777	XM_002347265		human
283159	Hs.504211	NM_001002917		human
283160	Hs.504212	NM_001002918		human
283162	Hs.553671	NM_001005196		human
283165	Hs.376015	XR_039964		human
283165	Hs.376015	XR_039965		human
283165	Hs.376015	XR_039966		human
283171	Hs.376151	XR_039976		human
283171	Hs.376151	XR_039977		human
283171	Hs.376151	XR_039978		human
283174	Hs.504370	NR_024344		human
283189	Hs.554521	NM_001005284		human
283197	Hs.372650	NR_026946		human
283208		NM_182904		human
283209	Hs.26612	NM_173582		human
283212	Hs.292451	NM_001039548		human
283219	Hs.528439	NM_001029859		human
283229		NM_173584		human
283232	Hs.448664	NM_001042463		human
283232	Hs.448664	NM_174940	221951_at	human
283232	Hs.448664	NM_174940	65630_at	human
283234	Hs.98564	NM_032251		human
283237	Hs.31704	NM_173810		human
283238	Hs.375139	NM_001136506		human
283248	Hs.98788	NM_173587		human
283254		NM_173811		human
283267	Hs.533701	NR_015451		human
283284	Hs.434152	NM_173588		human
283297	Hs.448685	NM_207186		human
283298	Hs.503500	NM_198474	217525_at	human
283303	Hs.151154	NR_027138		human
283310	Hs.355145	XM_002343203		human
283310	Hs.355145	XM_002344693		human
283310	Hs.355145	XM_002347370		human
283314		NR_026947		human
283316	Hs.631727	NM_174941		human
283332	Hs.127688	NR_026948		human
283337	Hs.524458	NM_001004304		human
283345		NR_002803		human
283349		NM_178169		human
283358	Hs.504416	NM_173593		human
283365	Hs.554555	NM_001005493		human
283373	Hs.524506	NM_173595		human
283375	Hs.591018	NM_001135195		human
283375	Hs.591018	NM_173596		human
283377	Hs.128676	NM_207344		human
283383		NM_198827		human
283385	Hs.434154	NM_173855		human
283392	Hs.363603	NR_026836		human
283392	Hs.363603	NR_026837		human
283401	Hs.436550	XR_078465		human
283401	Hs.436550	XR_078778		human
283401	Hs.436550	XR_079312		human
283404		NR_027358		human
283416	Hs.375881	NM_175895		human
283417	Hs.533644	NM_173812		human
283420	Hs.531189	NM_207345		human
283422	Hs.448717	NM_182558		human
283431		NM_174942		human
283432	Hs.382110	XM_378379		human
283432	Hs.382110	XM_944966		human
283446		NM_001101421		human
283450		NM_001109662	211034_s_at	human
283455	Hs.375836	NM_173598		human
283458	Hs.577804	NR_001577		human
283459	Hs.369624	NM_176818	214711_at	human
283460		NR_024345		human
283461	Hs.648205	NM_001031748		human
283463	Hs.632712	XM_002343163		human
283463	Hs.632712	XM_002344661		human
283463	Hs.632712	XM_002347311		human
283463		XM_002343163		human
283463		XM_002344661		human
283463		XM_002347311		human
283464	Hs.259347	NM_001099650		human
283464	Hs.259347	NM_173601		human
283471	Hs.125571	NM_182559		human
283481	Hs.646604	XM_001128325		human
283481	Hs.646604	XM_001133584		human
283486	Hs.447504	XM_002344087		human
283486	Hs.447504	XM_002344740		human
283486	Hs.447504	XM_002347410		human
283487	Hs.245390	NR_027701		human
283487	Hs.245390	XR_041485		human
283487	Hs.245390	XR_041486		human
283487	Hs.245390	XR_041487		human
283489	Hs.7542	NM_001164144		human
283489	Hs.7542	NM_001164145		human
283489	Hs.7542	NM_032436		human
283491	Hs.363054	NR_002171		human
283491		NR_002171		human
283507	Hs.442781	NR_003365		human
283514	Hs.368483	NM_198849		human
283518		NM_173605		human
283518		NM_199464		human
283521	Hs.649896	NR_027047		human
283521	Hs.649896	NR_027048		human
283537	Hs.117167	NM_001135919		human
283537	Hs.117167	NM_181785	214719_at	human
283551		NM_001012706		human
283553	Hs.325752	XR_017821		human
283553	Hs.325752	XR_017924		human
283553	Hs.325752	XR_041517		human
283554	Hs.416214	NM_001099652		human
283571		NM_001080408		human
283576	Hs.525485	NM_174976		human
283578	Hs.200413	NM_213601		human
283579	Hs.375834	NM_174943		human
283585	Hs.381998	XR_041535		human
283585	Hs.381998	XR_041536		human
283585	Hs.381998	XR_041537		human
283588	Hs.46519	XR_041538		human
283588	Hs.46519	XR_041539		human
283588	Hs.46519	XR_041540		human
283592		NR_027004		human
283596	Hs.448753	NR_001459		human
283596	Hs.448753	NR_003138		human
283598	Hs.448754	NM_182560		human
283600	Hs.108268	NM_207117		human
283601	Hs.379802	NR_024096		human
283629	Hs.314432	NM_174944		human
283635	Hs.446357	NM_001079519		human
283635	Hs.446357	NM_173607		human
283638	Hs.533721	NM_001112726	213242_x_at	human
283638	Hs.533721	NM_015005	213242_x_at	human
283643		NM_001134875		human
283643		NM_001134876		human
283643		NM_001134877		human
283651	Hs.574240	NR_022014		human
283652		NM_205850		human
283659	Hs.130957	NM_173814		human
283663	Hs.181297	NR_024433		human
283673	Hs.177927	NR_026949		human
283677		NM_001042367		human
283682	Hs.134687	XM_378544		human
283682	Hs.134687	XM_944000		human
283683	Hs.534616	XR_015696		human
283683	Hs.534616	XR_040631		human
283687	Hs.512015	NM_175898		human
283687	Hs.512015	NR_028330		human
283688	Hs.525933	XM_001127453		human
283688	Hs.525933	XM_001132532		human
283688	Hs.525933	XM_001714631		human
283694	Hs.525666	NM_001005241		human
283694		NM_001005241		human
283711	Hs.585100	XR_040656		human
283711	Hs.585100	XR_078813		human
283726	Hs.459117	NM_001008226		human
283731	Hs.631696	NR_027073		human
283742		NM_001042429		human
283742		NM_173611		human
283748	Hs.380225	NM_178034		human
283761	Hs.459288	NR_027074		human
283761	Hs.459288	NR_027075		human
283761	Hs.459288	NR_027076		human
283761	Hs.459288	NR_027077		human
283767	Hs.531569	NM_001001413		human
283768	Hs.169639	NM_001012420		human
283768	Hs.510812	NM_001012420		human
283777		NM_182562		human
283788		NR_027436		human
283788		XR_079086		human
283788		XR_079478		human
283796	Hs.375441	NR_024074		human
283807		NM_203373		human
283820	Hs.460141	NM_001004060		human
283820	Hs.460141	NM_173614	217225_x_at	human
283820	Hs.460141	NM_173614	221853_s_at	human
283847	Hs.376505	NM_001136505		human
283848	Hs.346947	NM_173815		human
283849	Hs.647356	NM_178516		human
283856	Hs.513618	NR_027078		human
283860		NR_024347		human
283867	Hs.444774	NM_001101346		human
283867	Hs.444774	NR_027755		human
283869	Hs.233533	NM_001099456		human
283870	Hs.647399	NM_182563		human
283871	Hs.442634	NM_001042371	218410_s_at	human
283875	Hs.620489	XM_944407		human
283876	Hs.592092	XM_001715751		human
283876	Hs.592092	XM_370932		human
283876	Hs.592092	XM_940089		human
283897	Hs.331095	NM_175900		human
283899	Hs.434864	NM_173618		human
283902	Hs.382776	NM_001101347		human
283902	Hs.382776	NR_027756		human
283904	Hs.448825	XM_001713951		human
283904	Hs.448825	XM_001718298		human
283904	Hs.448825	XM_001719681		human
283914	Hs.385772	NR_027079		human
283914	Hs.385772	NR_027080		human
283922	Hs.558726	NR_026950		human
283927		NM_001105663		human
283927		NR_024154		human
283932		NR_024348		human
283933		NM_001136509		human
283948		NM_176677		human
283951	Hs.58373	NM_001010878		human
283953	Hs.150849	NM_001146336		human
283953	Hs.150849	XM_002343415		human
283953	Hs.150849	XM_002344949		human
283953	Hs.150849	XM_002348265		human
283970	Hs.513695	NR_003610		human
283971	Hs.556045	NM_173619		human
283981	Hs.575741	NR_027231		human
283981	Hs.575741	NR_027232		human
283982	Hs.464079	NR_027146		human
283985	Hs.448845	NM_178128		human
283987		NM_030630		human
283989		NM_207346		human
283991		NM_182565		human
283999	Hs.632228	NM_001145529		human
284001	Hs.631724	NM_198082		human
284004		NM_173620		human
284009	Hs.632244	NM_001025459		human
284009	Hs.632244	NR_028335		human
284013		NM_001144939		human
284013		NM_001144940		human
284013		NM_001144941		human
284013		NM_182566		human
284018	Hs.90790	NM_181655		human
284018	Hs.90790	NM_181656		human
284021	Hs.631749	NM_001085423		human
284023		NR_024349		human
284029	Hs.121692	NR_026951		human
284034	Hs.376614	XR_000549		human
284034	Hs.376614	XR_001386		human
284040		NM_173622		human
284047	Hs.649499	NM_182568		human
284058	Hs.648744	NM_015443		human
284067	Hs.252707	NM_001136483		human
284069	Hs.154001	NM_198475		human
284071	Hs.349758	NM_001145080		human
284072	Hs.633835	XM_002343580		human
284072	Hs.633835	XM_002345079		human
284072	Hs.633835	XM_002347822		human
284076	Hs.91930	NM_001130918		human
284076	Hs.91930	NM_173623		human
284083	Hs.646574	NM_001038704		human
284085	Hs.371796	NM_173624		human
284085	Hs.371796	NR_028334		human
284086	Hs.448468	NM_178170		human
284098	Hs.378885	NM_178517		human
284099	Hs.439154	NM_173625		human
284100	Hs.434159	NR_024178		human
284106		NM_001136498		human
284110	Hs.448873	NM_178171		human
284111	Hs.399496	NM_001143838		human
284111	Hs.399496	NM_177550		human
284114		NM_178518		human
284119	Hs.437191	NM_012232	208789_at	human
284119	Hs.437191	NM_012232	208790_s_at	human
284123	Hs.348578	NM_203392		human
284123	Hs.348578	NR_028336		human
284124		NR_027084		human
284129		NM_001166347		human
284129		NM_001166348		human
284129		NM_001166349		human
284129		NM_173626		human
284131	Hs.389678	NM_001164637		human
284131	Hs.389678	NM_001164638		human
284131	Hs.389678	NM_173627		human
284161	Hs.631744	NM_001165993		human
284161	Hs.631744	NM_001165994		human
284161	Hs.631744	NM_182569		human
284184	Hs.356545	NM_001086521		human
284185	Hs.631762	NM_178519		human
284186	Hs.364191	NM_178520		human
284194	Hs.462402	NM_001042685		human
284194	Hs.610820	NM_001042685		human
284207		NM_001004431		human
284215	Hs.647594	XM_001127273		human
284215	Hs.647594	XM_001133641		human
284215	Hs.647594	XM_001719723		human
284217	Hs.270364	NM_005559		human
284217		NM_005559		human
284232		NR_027995		human
284232		XR_018826		human
284232		XR_037095		human
284232		XR_037379		human
284233	Hs.607579	NR_026756		human
284252	Hs.526630	NM_001136205		human
284252	Hs.526630	NM_001142730		human
284252	Hs.526630	NM_198991		human
284254	Hs.376146	NM_173629		human
284266	Hs.287692	NM_213602		human
284273	Hs.465433	NM_175907		human
284274		NM_001037331		human
284276	Hs.390287	NR_015417		human
284293		NM_001123366		human
284297	Hs.554182	NM_001144950		human
284306		NM_173631		human
284307	Hs.454830	NM_001010879		human
284309		NM_173632		human
284312	Hs.643437	NM_182572		human
284323	Hs.115140	NM_001010880	215570_s_at	human
284323	Hs.115140	NM_001142577	215570_s_at	human
284323	Hs.115140	NM_001142578	215570_s_at	human
284323	Hs.115140	NM_001142579		human
284325	Hs.585105	NM_198476	222052_at	human
284338	Hs.585901	NM_199285		human
284339	Hs.382075	NM_173633		human
284340	Hs.445586	NM_198477		human
284346	Hs.213534	NM_174945		human
284348		NM_001031749		human
284348		NM_182573		human
284349		NM_181845		human
284352	Hs.285363	XM_001722969		human
284352	Hs.285363	XM_001723010		human
284352	Hs.285363	XM_001724714		human
284353	Hs.299256	NM_001131067		human
284353	Hs.299256	NM_198478		human
284355	Hs.629812	NM_198479		human
284358	Hs.191815	NM_001130915		human
284358	Hs.191815	NM_182574		human
284359	Hs.400688	NM_182575		human
284361	Hs.515550	NM_175063		human
284361	Hs.515550	NM_206538		human
284365	Hs.161397	XR_041434		human
284365	Hs.161397	XR_041435		human
284365	Hs.161397	XR_041436		human
284366		NM_012315	206125_s_at	human
284367	Hs.132045	NR_002804		human
284369	Hs.381087	NM_173635		human
284370	Hs.368355	NM_198480		human
284371		NM_001136499		human
284379	Hs.631571	NR_002938		human
284382	Hs.209206	NM_178525		human
284383	Hs.553675	NM_001004699		human
284390	Hs.646386	NM_001012753		human
284391	Hs.646391	NM_001136501		human
284395	Hs.631601	XM_378787		human
284395	Hs.631601	XM_943993		human
284402		NM_001025591		human
284403	Hs.116244	NM_001083961	215218_s_at	human
284403	Hs.116244	NM_173636	215218_s_at	human
284406	Hs.558734	NM_133466		human
284412	Hs.635932	NR_029390		human
284412	Hs.635932	XM_001720096		human
284412	Hs.635932	XM_001720458		human
284412	Hs.635932	XM_001722409		human
284415	Hs.444431	NM_198481		human
284417	Hs.382625	NM_001085488		human
284418	Hs.528319	NM_001145402		human
284422	Hs.130714	NM_001136503		human
284424	Hs.326728	NR_027148		human
284427	Hs.375135	NM_173637		human
284428		NM_001136507		human
284433	Hs.553676	NM_001004466	208558_at	human
284434	Hs.406014	NM_001007525		human
284439	Hs.303669	NM_178526		human
284440		NR_026956		human
284443		NM_001076678		human
284443		NM_145326	211064_at	human
284443		NM_175910		human
284451	Hs.104777	NM_182577		human
284459		NM_181786		human
284467	Hs.439116	NM_001004440		human
284467	Hs.439116	NM_182759		human
284485		NM_001144956		human
284486	Hs.132648	NM_182578		human
284498	Hs.585415	XM_001715322		human
284498	Hs.585415	XM_002342031		human
284498	Hs.585415	XM_209234		human
284498	Hs.585415	XM_938203		human
284521	Hs.372936	NM_175911		human
284525	Hs.494981	NM_178527		human
284532	Hs.626620	NM_001001966		human
284541		NM_001010969	207407_x_at	human
284541		NM_001010969	211231_x_at	human
284541		NM_001010969	217319_x_at	human
284546	Hs.176177	NM_001136508		human
284551		NR_027085		human
284565		NM_173638	201103_x_at	human
284565		NM_173638	201104_x_at	human
284565		NM_173638	213612_x_at	human
284565		NM_173638	215434_x_at	human
284573	Hs.406979	NM_182579		human
284573	Hs.406979	NR_027902		human
284577	Hs.434167	XR_041692		human
284577	Hs.434167	XR_041693		human
284577	Hs.434167	XR_041694		human
284578	Hs.537020	NR_027086		human
284578	Hs.633285	NR_027086		human
284593	Hs.449006	NR_027055		human
284610	Hs.512038	XM_001714472		human
284611	Hs.200230	NM_001010883		human
284612	Hs.528366	NM_001040709		human
284613	Hs.514682	NM_001134400		human
284613	Hs.514682	NM_001134402		human
284613	Hs.514682	NM_001134403		human
284613	Hs.514682	NM_001134404		human
284613	Hs.514682	NM_182580		human
284615	Hs.620591	NM_001039888		human
284618	Hs.650801	NM_001039517		human
284618		NM_001039517		human
284620		XR_017656		human
284620		XR_019319		human
284620		XR_039089		human
284632	Hs.638906	NR_027087		human
284648	Hs.253475	XM_001715964		human
284648	Hs.253475	XM_001718570		human
284648	Hs.253475	XM_001719093		human
284649	Hs.127384	XM_001134212		human
284649	Hs.127384	XM_001134393		human
284654	Hs.135015	NM_001038633		human
284656		NM_001099439		human
284656		NM_173641		human
284661	Hs.278112	NR_027088		human
284677	Hs.647718	NM_001134233		human
284680	Hs.97784	NM_182581		human
284688	Hs.135668	NR_026957		human
284695	Hs.306221	NM_182975		human
